idx,teacher,raw_line
737,moonshotai/kimi-k3-free,727
738,moonshotai/kimi-k3-free,748
739,moonshotai/kimi-k3-free,728
740,moonshotai/kimi-k3-free,1742
741,moonshotai/kimi-k3-free,731
742,moonshotai/kimi-k3-free,1792
743,moonshotai/kimi-k3-free,734
744,moonshotai/kimi-k3-free,735
745,moonshotai/kimi-k3-free,736
746,moonshotai/kimi-k3-free,758
747,moonshotai/kimi-k3-free,761
748,moonshotai/kimi-k3-free,760
749,moonshotai/kimi-k3-free,738
750,moonshotai/kimi-k3-free,739
751,moonshotai/kimi-k3-free,740
752,moonshotai/kimi-k3-free,741
753,moonshotai/kimi-k3-free,742
754,moonshotai/kimi-k3-free,771
755,moonshotai/kimi-k3-free,1743
757,moonshotai/kimi-k3-free,746
758,moonshotai/kimi-k3-free,747
759,moonshotai/kimi-k3-free,749
760,moonshotai/kimi-k3-free,1749
761,moonshotai/kimi-k3-free,1745
762,moonshotai/kimi-k3-free,752
763,moonshotai/kimi-k3-free,778
764,moonshotai/kimi-k3-free,755
765,moonshotai/kimi-k3-free,759
766,moonshotai/kimi-k3-free,757
767,moonshotai/kimi-k3-free,832
768,moonshotai/kimi-k3-free,780
769,moonshotai/kimi-k3-free,779
770,moonshotai/kimi-k3-free,1781
771,moonshotai/kimi-k3-free,1747
772,moonshotai/kimi-k3-free,1750
773,moonshotai/kimi-k3-free,1751
774,moonshotai/kimi-k3-free,766
775,moonshotai/kimi-k3-free,1756
776,moonshotai/kimi-k3-free,768
777,moonshotai/kimi-k3-free,767
778,moonshotai/kimi-k3-free,769
779,moonshotai/kimi-k3-free,1757
780,moonshotai/kimi-k3-free,814
781,moonshotai/kimi-k3-free,770
782,moonshotai/kimi-k3-free,1752
783,moonshotai/kimi-k3-free,772
784,moonshotai/kimi-k3-free,790
785,moonshotai/kimi-k3-free,774
786,moonshotai/kimi-k3-free,1755
787,moonshotai/kimi-k3-free,777
788,moonshotai/kimi-k3-free,794
789,moonshotai/kimi-k3-free,793
790,moonshotai/kimi-k3-free,799
791,moonshotai/kimi-k3-free,782
792,moonshotai/kimi-k3-free,781
793,moonshotai/kimi-k3-free,783
794,moonshotai/kimi-k3-free,784
795,moonshotai/kimi-k3-free,809
796,moonshotai/kimi-k3-free,1754
797,moonshotai/kimi-k3-free,787
798,moonshotai/kimi-k3-free,788
799,moonshotai/kimi-k3-free,845
800,moonshotai/kimi-k3-free,789
801,moonshotai/kimi-k3-free,1760
802,moonshotai/kimi-k3-free,791
803,moonshotai/kimi-k3-free,792
804,moonshotai/kimi-k3-free,795
805,moonshotai/kimi-k3-free,796
806,moonshotai/kimi-k3-free,827
807,moonshotai/kimi-k3-free,1758
808,moonshotai/kimi-k3-free,1775
809,moonshotai/kimi-k3-free,800
810,moonshotai/kimi-k3-free,801
811,moonshotai/kimi-k3-free,803
812,moonshotai/kimi-k3-free,802
813,moonshotai/kimi-k3-free,804
814,moonshotai/kimi-k3-free,831
815,moonshotai/kimi-k3-free,805
816,moonshotai/kimi-k3-free,806
817,moonshotai/kimi-k3-free,830
818,moonshotai/kimi-k3-free,1759
819,moonshotai/kimi-k3-free,808
820,moonshotai/kimi-k3-free,811
821,moonshotai/kimi-k3-free,810
822,moonshotai/kimi-k3-free,817
823,moonshotai/kimi-k3-free,812
824,moonshotai/kimi-k3-free,813
825,moonshotai/kimi-k3-free,815
826,moonshotai/kimi-k3-free,818
827,moonshotai/kimi-k3-free,1761
828,moonshotai/kimi-k3-free,819
829,moonshotai/kimi-k3-free,820
830,moonshotai/kimi-k3-free,821
831,moonshotai/kimi-k3-free,822
833,moonshotai/kimi-k3-free,1763
834,moonshotai/kimi-k3-free,863
835,moonshotai/kimi-k3-free,824
836,moonshotai/kimi-k3-free,1762
837,moonshotai/kimi-k3-free,826
838,moonshotai/kimi-k3-free,828
839,moonshotai/kimi-k3-free,829
840,moonshotai/kimi-k3-free,1764
841,moonshotai/kimi-k3-free,835
842,moonshotai/kimi-k3-free,834
843,moonshotai/kimi-k3-free,833
844,moonshotai/kimi-k3-free,836
845,moonshotai/kimi-k3-free,1766
846,moonshotai/kimi-k3-free,1765
847,moonshotai/kimi-k3-free,1767
848,moonshotai/kimi-k3-free,1998
849,moonshotai/kimi-k3-free,2000
850,moonshotai/kimi-k3-free,2011
851,moonshotai/kimi-k3-free,840
852,moonshotai/kimi-k3-free,847
853,moonshotai/kimi-k3-free,848
854,moonshotai/kimi-k3-free,846
855,moonshotai/kimi-k3-free,844
856,moonshotai/kimi-k3-free,849
857,moonshotai/kimi-k3-free,1772
858,moonshotai/kimi-k3-free,1771
859,moonshotai/kimi-k3-free,1773
860,moonshotai/kimi-k3-free,1776
862,moonshotai/kimi-k3-free,1774
863,moonshotai/kimi-k3-free,1778
864,moonshotai/kimi-k3-free,1783
865,moonshotai/kimi-k3-free,1779
866,moonshotai/kimi-k3-free,1813
867,moonshotai/kimi-k3-free,1780
868,moonshotai/kimi-k3-free,864
869,moonshotai/kimi-k3-free,859
871,moonshotai/kimi-k3-free,866
872,moonshotai/kimi-k3-free,865
873,moonshotai/kimi-k3-free,903
874,moonshotai/kimi-k3-free,1782
875,moonshotai/kimi-k3-free,1799
876,moonshotai/kimi-k3-free,867
877,moonshotai/kimi-k3-free,868
878,moonshotai/kimi-k3-free,872
879,moonshotai/kimi-k3-free,1788
880,moonshotai/kimi-k3-free,1784
881,moonshotai/kimi-k3-free,2003
882,moonshotai/kimi-k3-free,1786
883,moonshotai/kimi-k3-free,1787
884,moonshotai/kimi-k3-free,1793
885,moonshotai/kimi-k3-free,1789
886,moonshotai/kimi-k3-free,879
887,moonshotai/kimi-k3-free,882
888,moonshotai/kimi-k3-free,880
889,moonshotai/kimi-k3-free,883
890,moonshotai/kimi-k3-free,881
891,moonshotai/kimi-k3-free,1790
892,moonshotai/kimi-k3-free,1791
893,moonshotai/kimi-k3-free,885
894,moonshotai/kimi-k3-free,886
895,moonshotai/kimi-k3-free,915
896,moonshotai/kimi-k3-free,887
897,moonshotai/kimi-k3-free,1821
898,moonshotai/kimi-k3-free,1802
899,moonshotai/kimi-k3-free,1794
900,moonshotai/kimi-k3-free,891
901,moonshotai/kimi-k3-free,2002
903,moonshotai/kimi-k3-free,1796
904,moonshotai/kimi-k3-free,893
905,moonshotai/kimi-k3-free,894
906,moonshotai/kimi-k3-free,895
907,moonshotai/kimi-k3-free,896
908,moonshotai/kimi-k3-free,944
909,moonshotai/kimi-k3-free,901
910,moonshotai/kimi-k3-free,900
911,moonshotai/kimi-k3-free,902
912,moonshotai/kimi-k3-free,911
913,moonshotai/kimi-k3-free,905
914,moonshotai/kimi-k3-free,904
915,moonshotai/kimi-k3-free,957
916,moonshotai/kimi-k3-free,907
917,moonshotai/kimi-k3-free,906
918,moonshotai/kimi-k3-free,908
919,moonshotai/kimi-k3-free,1797
920,moonshotai/kimi-k3-free,912
921,moonshotai/kimi-k3-free,918
922,moonshotai/kimi-k3-free,914
923,moonshotai/kimi-k3-free,1798
924,moonshotai/kimi-k3-free,916
925,moonshotai/kimi-k3-free,917
926,moonshotai/kimi-k3-free,919
927,moonshotai/kimi-k3-free,1806
928,moonshotai/kimi-k3-free,1800
929,moonshotai/kimi-k3-free,1801
930,moonshotai/kimi-k3-free,1810
931,moonshotai/kimi-k3-free,1803
932,moonshotai/kimi-k3-free,1807
933,moonshotai/kimi-k3-free,928
935,moonshotai/kimi-k3-free,1805
936,moonshotai/kimi-k3-free,927
937,moonshotai/kimi-k3-free,930
938,moonshotai/kimi-k3-free,932
939,moonshotai/kimi-k3-free,931
940,moonshotai/kimi-k3-free,933
941,moonshotai/kimi-k3-free,934
942,moonshotai/kimi-k3-free,935
943,moonshotai/kimi-k3-free,1808
944,moonshotai/kimi-k3-free,936
945,moonshotai/kimi-k3-free,1832
946,moonshotai/kimi-k3-free,1809
949,moonshotai/kimi-k3-free,1816
950,moonshotai/kimi-k3-free,946
951,moonshotai/kimi-k3-free,955
952,moonshotai/kimi-k3-free,943
953,moonshotai/kimi-k3-free,945
954,moonshotai/kimi-k3-free,947
955,moonshotai/kimi-k3-free,948
956,moonshotai/kimi-k3-free,949
957,moonshotai/kimi-k3-free,951
958,moonshotai/kimi-k3-free,950
959,moonshotai/kimi-k3-free,999
960,moonshotai/kimi-k3-free,1812
961,moonshotai/kimi-k3-free,1814
962,moonshotai/kimi-k3-free,1815
963,moonshotai/kimi-k3-free,1817
964,moonshotai/kimi-k3-free,959
966,moonshotai/kimi-k3-free,1827
967,moonshotai/kimi-k3-free,960
968,moonshotai/kimi-k3-free,958
969,moonshotai/kimi-k3-free,962
970,moonshotai/kimi-k3-free,1031
971,moonshotai/kimi-k3-free,964
972,moonshotai/kimi-k3-free,1012
973,moonshotai/kimi-k3-free,963
974,moonshotai/kimi-k3-free,1818
975,moonshotai/kimi-k3-free,1819
976,moonshotai/kimi-k3-free,1820
977,moonshotai/kimi-k3-free,974
978,moonshotai/kimi-k3-free,972
979,moonshotai/kimi-k3-free,970
980,moonshotai/kimi-k3-free,973
981,moonshotai/kimi-k3-free,971
982,moonshotai/kimi-k3-free,1016
983,moonshotai/kimi-k3-free,975
984,moonshotai/kimi-k3-free,976
985,moonshotai/kimi-k3-free,1015
986,moonshotai/kimi-k3-free,1021
987,moonshotai/kimi-k3-free,1822
988,moonshotai/kimi-k3-free,1849
989,moonshotai/kimi-k3-free,984
990,moonshotai/kimi-k3-free,985
991,moonshotai/kimi-k3-free,983
992,moonshotai/kimi-k3-free,982
993,moonshotai/kimi-k3-free,986
994,moonshotai/kimi-k3-free,987
995,moonshotai/kimi-k3-free,988
996,moonshotai/kimi-k3-free,1023
997,moonshotai/kimi-k3-free,989
998,moonshotai/kimi-k3-free,990
999,moonshotai/kimi-k3-free,1825
1000,moonshotai/kimi-k3-free,991
1001,moonshotai/kimi-k3-free,1830
1002,moonshotai/kimi-k3-free,1824
1003,moonshotai/kimi-k3-free,1839
1004,moonshotai/kimi-k3-free,1000
1005,moonshotai/kimi-k3-free,1826
1006,moonshotai/kimi-k3-free,996
1007,moonshotai/kimi-k3-free,998
1008,moonshotai/kimi-k3-free,997
1009,moonshotai/kimi-k3-free,1001
1010,moonshotai/kimi-k3-free,1079
1011,moonshotai/kimi-k3-free,1002
1012,moonshotai/kimi-k3-free,1003
1013,moonshotai/kimi-k3-free,1841
1014,moonshotai/kimi-k3-free,1828
1015,moonshotai/kimi-k3-free,1829
1016,moonshotai/kimi-k3-free,1033
1017,moonshotai/kimi-k3-free,1010
1018,moonshotai/kimi-k3-free,1009
1019,moonshotai/kimi-k3-free,1008
1020,moonshotai/kimi-k3-free,1032
1021,moonshotai/kimi-k3-free,1014
1022,moonshotai/kimi-k3-free,1011
1023,moonshotai/kimi-k3-free,1013
1024,moonshotai/kimi-k3-free,1043
1025,moonshotai/kimi-k3-free,1037
1026,moonshotai/kimi-k3-free,1046
1027,moonshotai/kimi-k3-free,1118
1028,moonshotai/kimi-k3-free,1017
1029,moonshotai/kimi-k3-free,1018
1030,moonshotai/kimi-k3-free,1019
1031,moonshotai/kimi-k3-free,1020
1032,moonshotai/kimi-k3-free,1022
1033,moonshotai/kimi-k3-free,1844
1034,moonshotai/kimi-k3-free,1056
1035,moonshotai/kimi-k3-free,1024
1036,moonshotai/kimi-k3-free,1025
1037,moonshotai/kimi-k3-free,1030
1038,moonshotai/kimi-k3-free,1027
1039,moonshotai/kimi-k3-free,1028
1040,moonshotai/kimi-k3-free,1029
1041,moonshotai/kimi-k3-free,1075
1042,moonshotai/kimi-k3-free,1074
1043,moonshotai/kimi-k3-free,1035
1044,moonshotai/kimi-k3-free,1036
1045,moonshotai/kimi-k3-free,1034
1046,moonshotai/kimi-k3-free,1081
1047,moonshotai/kimi-k3-free,1038
1048,moonshotai/kimi-k3-free,1039
1049,moonshotai/kimi-k3-free,1831
1050,moonshotai/kimi-k3-free,1833
1051,moonshotai/kimi-k3-free,1834
1052,moonshotai/kimi-k3-free,1045
1053,moonshotai/kimi-k3-free,1047
1054,moonshotai/kimi-k3-free,1044
1055,moonshotai/kimi-k3-free,1048
1056,moonshotai/kimi-k3-free,1049
1057,moonshotai/kimi-k3-free,1088
1058,moonshotai/kimi-k3-free,1050
1059,moonshotai/kimi-k3-free,1835
1060,moonshotai/kimi-k3-free,1836
1061,moonshotai/kimi-k3-free,1837
1062,moonshotai/kimi-k3-free,1842
1063,moonshotai/kimi-k3-free,1838
1064,moonshotai/kimi-k3-free,1059
1065,moonshotai/kimi-k3-free,1060
1066,moonshotai/kimi-k3-free,1058
1067,moonshotai/kimi-k3-free,1061
1068,moonshotai/kimi-k3-free,1062
1069,moonshotai/kimi-k3-free,1065
1070,moonshotai/kimi-k3-free,1063
1071,moonshotai/kimi-k3-free,1096
1072,moonshotai/kimi-k3-free,1064
1073,moonshotai/kimi-k3-free,1094
1074,moonshotai/kimi-k3-free,1840
1075,moonshotai/kimi-k3-free,1850
1076,moonshotai/kimi-k3-free,1865
1077,moonshotai/kimi-k3-free,1843
1078,moonshotai/kimi-k3-free,1072
1079,moonshotai/kimi-k3-free,1070
1080,moonshotai/kimi-k3-free,1071
1081,moonshotai/kimi-k3-free,1845
1082,moonshotai/kimi-k3-free,1073
1083,moonshotai/kimi-k3-free,1080
1084,moonshotai/kimi-k3-free,1076
1085,moonshotai/kimi-k3-free,1847
1086,moonshotai/kimi-k3-free,1846
1087,moonshotai/kimi-k3-free,1078
1088,moonshotai/kimi-k3-free,1077
1089,moonshotai/kimi-k3-free,1083
1090,moonshotai/kimi-k3-free,1860
1091,moonshotai/kimi-k3-free,1082
1092,moonshotai/kimi-k3-free,1089
1093,moonshotai/kimi-k3-free,1145
1094,moonshotai/kimi-k3-free,1871
1095,moonshotai/kimi-k3-free,1848
1096,moonshotai/kimi-k3-free,1116
1097,moonshotai/kimi-k3-free,1086
1098,moonshotai/kimi-k3-free,1087
1099,moonshotai/kimi-k3-free,1090
1100,moonshotai/kimi-k3-free,1091
1101,moonshotai/kimi-k3-free,2005
1102,moonshotai/kimi-k3-free,1092
1103,moonshotai/kimi-k3-free,1095
1104,moonshotai/kimi-k3-free,1093
1105,moonshotai/kimi-k3-free,1130
1106,moonshotai/kimi-k3-free,1098
1107,moonshotai/kimi-k3-free,1097
1108,moonshotai/kimi-k3-free,1136
1109,moonshotai/kimi-k3-free,1100
1110,moonshotai/kimi-k3-free,1107
1111,moonshotai/kimi-k3-free,2006
1112,moonshotai/kimi-k3-free,1852
1113,moonshotai/kimi-k3-free,1168
1114,moonshotai/kimi-k3-free,1105
1115,moonshotai/kimi-k3-free,1104
1116,moonshotai/kimi-k3-free,1106
1117,moonshotai/kimi-k3-free,1108
1118,moonshotai/kimi-k3-free,1143
1120,moonshotai/kimi-k3-free,1111
1121,moonshotai/kimi-k3-free,1854
1122,moonshotai/kimi-k3-free,1853
1123,moonshotai/kimi-k3-free,1855
1124,moonshotai/kimi-k3-free,1144
1125,moonshotai/kimi-k3-free,1115
1126,moonshotai/kimi-k3-free,1117
1128,moonshotai/kimi-k3-free,1119
1129,moonshotai/kimi-k3-free,1120
1130,moonshotai/kimi-k3-free,1121
1131,moonshotai/kimi-k3-free,1149
1132,moonshotai/kimi-k3-free,1856
1133,moonshotai/kimi-k3-free,1877
1134,moonshotai/kimi-k3-free,1126
1135,moonshotai/kimi-k3-free,1127
1136,moonshotai/kimi-k3-free,1125
1137,moonshotai/kimi-k3-free,1128
1138,moonshotai/kimi-k3-free,1154
1139,moonshotai/kimi-k3-free,1129
1140,moonshotai/kimi-k3-free,1131
1141,moonshotai/kimi-k3-free,1132
1142,moonshotai/kimi-k3-free,1133
1143,moonshotai/kimi-k3-free,1138
1144,moonshotai/kimi-k3-free,1857
1145,moonshotai/kimi-k3-free,1858
1146,moonshotai/kimi-k3-free,1859
1147,moonshotai/kimi-k3-free,1137
1148,moonshotai/kimi-k3-free,1870
1149,moonshotai/kimi-k3-free,1225
1150,moonshotai/kimi-k3-free,1139
1151,moonshotai/kimi-k3-free,1141
1152,moonshotai/kimi-k3-free,1862
1153,moonshotai/kimi-k3-free,1142
1154,moonshotai/kimi-k3-free,1863
1155,moonshotai/kimi-k3-free,1869
1157,moonshotai/kimi-k3-free,1148
1158,moonshotai/kimi-k3-free,1150
1159,moonshotai/kimi-k3-free,1864
1160,moonshotai/kimi-k3-free,1866
1161,moonshotai/kimi-k3-free,1867
1162,moonshotai/kimi-k3-free,1868
1163,moonshotai/kimi-k3-free,1155
1164,moonshotai/kimi-k3-free,1153
1165,moonshotai/kimi-k3-free,1157
1166,moonshotai/kimi-k3-free,1156
1167,moonshotai/kimi-k3-free,1161
1169,moonshotai/kimi-k3-free,1872
1170,moonshotai/kimi-k3-free,1874
1171,moonshotai/kimi-k3-free,1896
1172,moonshotai/kimi-k3-free,1164
1173,moonshotai/kimi-k3-free,1169
1175,moonshotai/kimi-k3-free,1166
1176,moonshotai/kimi-k3-free,1170
1177,moonshotai/kimi-k3-free,1167
1178,moonshotai/kimi-k3-free,1889
1179,moonshotai/kimi-k3-free,1873
1180,moonshotai/kimi-k3-free,1875
1181,moonshotai/kimi-k3-free,1888
1183,moonshotai/kimi-k3-free,1876
1184,moonshotai/kimi-k3-free,1878
1185,moonshotai/kimi-k3-free,1880
1186,moonshotai/kimi-k3-free,1192
1187,moonshotai/kimi-k3-free,1183
1188,moonshotai/kimi-k3-free,1879
1189,moonshotai/kimi-k3-free,1184
1190,moonshotai/kimi-k3-free,1238
1191,moonshotai/kimi-k3-free,1193
1192,moonshotai/kimi-k3-free,1239
1193,moonshotai/kimi-k3-free,1186
1194,moonshotai/kimi-k3-free,1185
1195,moonshotai/kimi-k3-free,1187
1196,moonshotai/kimi-k3-free,1188
1197,moonshotai/kimi-k3-free,1189
1198,moonshotai/kimi-k3-free,1893
1199,moonshotai/kimi-k3-free,1882
1200,moonshotai/kimi-k3-free,1883
1201,moonshotai/kimi-k3-free,1884
1202,moonshotai/kimi-k3-free,1885
1203,moonshotai/kimi-k3-free,1200
1204,moonshotai/kimi-k3-free,1202
1205,moonshotai/kimi-k3-free,1204
1206,moonshotai/kimi-k3-free,1199
1207,moonshotai/kimi-k3-free,1201
1208,moonshotai/kimi-k3-free,1886
1209,moonshotai/kimi-k3-free,1205
1210,moonshotai/kimi-k3-free,1203
1211,moonshotai/kimi-k3-free,1214
1212,moonshotai/kimi-k3-free,1910
1213,moonshotai/kimi-k3-free,1887
1214,moonshotai/kimi-k3-free,1890
1215,moonshotai/kimi-k3-free,1899
1216,moonshotai/kimi-k3-free,1891
1217,moonshotai/kimi-k3-free,1892
1219,moonshotai/kimi-k3-free,1257
1220,moonshotai/kimi-k3-free,1212
1221,moonshotai/kimi-k3-free,1211
1222,moonshotai/kimi-k3-free,1213
1223,moonshotai/kimi-k3-free,1215
1224,moonshotai/kimi-k3-free,1218
1225,moonshotai/kimi-k3-free,1217
1226,moonshotai/kimi-k3-free,1219
1227,moonshotai/kimi-k3-free,1260
1228,moonshotai/kimi-k3-free,1904
1229,moonshotai/kimi-k3-free,1262
1230,moonshotai/kimi-k3-free,1894
1231,moonshotai/kimi-k3-free,1906
1232,moonshotai/kimi-k3-free,1223
1233,moonshotai/kimi-k3-free,1224
1234,moonshotai/kimi-k3-free,1226
1235,moonshotai/kimi-k3-free,1228
1236,moonshotai/kimi-k3-free,1227
1237,moonshotai/kimi-k3-free,1229
1238,moonshotai/kimi-k3-free,1230
1239,moonshotai/kimi-k3-free,1272
1240,moonshotai/kimi-k3-free,1895
1241,moonshotai/kimi-k3-free,1911
1242,moonshotai/kimi-k3-free,1897
1243,moonshotai/kimi-k3-free,1278
1244,moonshotai/kimi-k3-free,1234
1245,moonshotai/kimi-k3-free,1235
1246,moonshotai/kimi-k3-free,1237
1247,moonshotai/kimi-k3-free,1241
1248,moonshotai/kimi-k3-free,1240
1249,moonshotai/kimi-k3-free,1242
1250,moonshotai/kimi-k3-free,1898
1251,moonshotai/kimi-k3-free,1901
1252,moonshotai/kimi-k3-free,1281
1253,moonshotai/kimi-k3-free,1900
1254,moonshotai/kimi-k3-free,1902
1255,moonshotai/kimi-k3-free,1905
1256,moonshotai/kimi-k3-free,1903
1257,moonshotai/kimi-k3-free,2009
1258,moonshotai/kimi-k3-free,1250
1259,moonshotai/kimi-k3-free,1251
1260,moonshotai/kimi-k3-free,1249
1262,moonshotai/kimi-k3-free,1254
1263,moonshotai/kimi-k3-free,1253
1264,moonshotai/kimi-k3-free,1269
1265,moonshotai/kimi-k3-free,1256
1266,moonshotai/kimi-k3-free,1255
1267,moonshotai/kimi-k3-free,1907
1268,moonshotai/kimi-k3-free,1908
1269,moonshotai/kimi-k3-free,1261
1270,moonshotai/kimi-k3-free,1917
1271,moonshotai/kimi-k3-free,1265
1272,moonshotai/kimi-k3-free,1909
1273,moonshotai/kimi-k3-free,1264
1274,moonshotai/kimi-k3-free,1263
1275,moonshotai/kimi-k3-free,1267
1276,moonshotai/kimi-k3-free,1266
1277,moonshotai/kimi-k3-free,1268
1278,moonshotai/kimi-k3-free,1912
1279,moonshotai/kimi-k3-free,1916
1281,moonshotai/kimi-k3-free,1273
1282,moonshotai/kimi-k3-free,1351
1283,moonshotai/kimi-k3-free,1274
1284,moonshotai/kimi-k3-free,1283
1285,moonshotai/kimi-k3-free,1923
1286,moonshotai/kimi-k3-free,1913
1287,moonshotai/kimi-k3-free,1277
1288,moonshotai/kimi-k3-free,1279
1289,moonshotai/kimi-k3-free,1280
1290,moonshotai/kimi-k3-free,1288
1291,moonshotai/kimi-k3-free,1282
1292,moonshotai/kimi-k3-free,1291
1293,moonshotai/kimi-k3-free,1284
1294,moonshotai/kimi-k3-free,1914
1295,moonshotai/kimi-k3-free,1915
1296,moonshotai/kimi-k3-free,1920
1297,moonshotai/kimi-k3-free,1289
1298,moonshotai/kimi-k3-free,1290
1299,moonshotai/kimi-k3-free,1292
1300,moonshotai/kimi-k3-free,1924
1301,moonshotai/kimi-k3-free,1297
1302,moonshotai/kimi-k3-free,1301
1303,moonshotai/kimi-k3-free,1300
1304,moonshotai/kimi-k3-free,1298
1305,moonshotai/kimi-k3-free,1296
1306,moonshotai/kimi-k3-free,1299
1307,moonshotai/kimi-k3-free,1302
1308,moonshotai/kimi-k3-free,1334
1309,moonshotai/kimi-k3-free,1303
1310,moonshotai/kimi-k3-free,1918
1311,moonshotai/kimi-k3-free,1942
1312,moonshotai/kimi-k3-free,1919
1313,moonshotai/kimi-k3-free,1922
1314,moonshotai/kimi-k3-free,1921
1315,moonshotai/kimi-k3-free,1930
1316,moonshotai/kimi-k3-free,1929
1317,moonshotai/kimi-k3-free,1933
1319,moonshotai/kimi-k3-free,1926
1320,moonshotai/kimi-k3-free,1927
1321,moonshotai/kimi-k3-free,1323
1322,moonshotai/kimi-k3-free,1316
1323,moonshotai/kimi-k3-free,1345
1324,moonshotai/kimi-k3-free,1344
1325,moonshotai/kimi-k3-free,1324
1326,moonshotai/kimi-k3-free,1317
1327,moonshotai/kimi-k3-free,1318
1328,moonshotai/kimi-k3-free,1319
1329,moonshotai/kimi-k3-free,1928
1330,moonshotai/kimi-k3-free,1320
1331,moonshotai/kimi-k3-free,1321
1332,moonshotai/kimi-k3-free,1989
1333,moonshotai/kimi-k3-free,1322
1334,moonshotai/kimi-k3-free,1326
1335,moonshotai/kimi-k3-free,1325
1337,moonshotai/kimi-k3-free,1327
1338,moonshotai/kimi-k3-free,1357
1339,moonshotai/kimi-k3-free,1328
1340,moonshotai/kimi-k3-free,1330
1341,moonshotai/kimi-k3-free,1331
1342,moonshotai/kimi-k3-free,1332
1343,moonshotai/kimi-k3-free,1333
1344,moonshotai/kimi-k3-free,1335
1345,moonshotai/kimi-k3-free,1950
1346,moonshotai/kimi-k3-free,1931
1348,moonshotai/kimi-k3-free,1339
1349,moonshotai/kimi-k3-free,1374
1350,moonshotai/kimi-k3-free,1340
1351,moonshotai/kimi-k3-free,1343
1352,moonshotai/kimi-k3-free,1342
1353,moonshotai/kimi-k3-free,1352
1354,moonshotai/kimi-k3-free,1346
1355,moonshotai/kimi-k3-free,1347
1356,moonshotai/kimi-k3-free,1348
1357,moonshotai/kimi-k3-free,1376
1358,moonshotai/kimi-k3-free,1934
1359,moonshotai/kimi-k3-free,1937
1360,moonshotai/kimi-k3-free,1935
1361,moonshotai/kimi-k3-free,1473
1362,moonshotai/kimi-k3-free,1399
1363,moonshotai/kimi-k3-free,1936
1364,moonshotai/kimi-k3-free,1360
1365,moonshotai/kimi-k3-free,1355
1366,moonshotai/kimi-k3-free,1361
1367,moonshotai/kimi-k3-free,1356
1368,moonshotai/kimi-k3-free,1949
1369,moonshotai/kimi-k3-free,1938
1370,moonshotai/kimi-k3-free,1362
1371,moonshotai/kimi-k3-free,1939
1372,moonshotai/kimi-k3-free,1940
1373,moonshotai/kimi-k3-free,1363
1374,moonshotai/kimi-k3-free,1364
1375,moonshotai/kimi-k3-free,1365
1377,moonshotai/kimi-k3-free,1367
1378,moonshotai/kimi-k3-free,1368
1379,moonshotai/kimi-k3-free,1369
1380,moonshotai/kimi-k3-free,1370
1381,moonshotai/kimi-k3-free,1371
1382,moonshotai/kimi-k3-free,1372
1383,moonshotai/kimi-k3-free,1373
1385,moonshotai/kimi-k3-free,1375
1386,moonshotai/kimi-k3-free,1943
1387,moonshotai/kimi-k3-free,1945
1388,moonshotai/kimi-k3-free,1380
1389,moonshotai/kimi-k3-free,1379
1390,moonshotai/kimi-k3-free,1381
1391,moonshotai/kimi-k3-free,1385
1392,moonshotai/kimi-k3-free,1383
1393,moonshotai/kimi-k3-free,1389
1394,moonshotai/kimi-k3-free,1387
1395,moonshotai/kimi-k3-free,1386
1396,moonshotai/kimi-k3-free,1388
1397,moonshotai/kimi-k3-free,1390
1398,moonshotai/kimi-k3-free,1426
1399,moonshotai/kimi-k3-free,1944
1400,moonshotai/kimi-k3-free,1952
1401,moonshotai/kimi-k3-free,1946
1402,moonshotai/kimi-k3-free,1947
1403,moonshotai/kimi-k3-free,1948
1404,moonshotai/kimi-k3-free,1397
1405,moonshotai/kimi-k3-free,1396
1406,moonshotai/kimi-k3-free,1398
1407,moonshotai/kimi-k3-free,1400
1408,moonshotai/kimi-k3-free,1401
1409,moonshotai/kimi-k3-free,1954
1410,moonshotai/kimi-k3-free,1965
1411,moonshotai/kimi-k3-free,1951
1412,moonshotai/kimi-k3-free,1953
1413,moonshotai/kimi-k3-free,1956
1414,moonshotai/kimi-k3-free,1979
1415,moonshotai/kimi-k3-free,1955
1417,moonshotai/kimi-k3-free,1957
1418,moonshotai/kimi-k3-free,1413
1419,moonshotai/kimi-k3-free,1408
1420,moonshotai/kimi-k3-free,1439
1421,moonshotai/kimi-k3-free,1415
1422,moonshotai/kimi-k3-free,1441
1423,moonshotai/kimi-k3-free,1414
1424,moonshotai/kimi-k3-free,1440
1425,moonshotai/kimi-k3-free,1416
1426,moonshotai/kimi-k3-free,1420
1427,moonshotai/kimi-k3-free,1417
1428,moonshotai/kimi-k3-free,1958
1429,moonshotai/kimi-k3-free,1497
1430,moonshotai/kimi-k3-free,1959
1431,moonshotai/kimi-k3-free,1461
1432,moonshotai/kimi-k3-free,1421
1433,moonshotai/kimi-k3-free,1422
1434,moonshotai/kimi-k3-free,1427
1435,moonshotai/kimi-k3-free,1424
1436,moonshotai/kimi-k3-free,1425
1437,moonshotai/kimi-k3-free,1428
1438,moonshotai/kimi-k3-free,1429
1440,moonshotai/kimi-k3-free,1430
1441,moonshotai/kimi-k3-free,1960
1442,moonshotai/kimi-k3-free,1961
1443,moonshotai/kimi-k3-free,2008
1444,moonshotai/kimi-k3-free,1434
1445,moonshotai/kimi-k3-free,1435
1446,moonshotai/kimi-k3-free,1436
1447,moonshotai/kimi-k3-free,1496
